Time \ Name,A,B
0,1,1
1,0.9574,20.9668
2,0.9665,22.8402
3,0.9853,24.8758
4,1.0151,27.083
5,1.0579,29.4701
6,1.1163,32.0434
7,1.1937,34.8061
8,1.2948,37.7567
9,1.4261,40.8864
10,1.596,44.1762
11,1.8165,47.592
12,2.1034,51.0784
13,2.4785,54.5503
14,2.9708,57.8829
15,3.6182,60.8995
16,4.4679,63.3621
17,5.5743,64.9687
18,6.9908,65.3713
19,8.7521,64.2287
20,10.8471,61.3036
21,13.1883,56.5877
22,15.6003,50.3916
23,17.846,43.32
24,19.6929,36.1058
25,20.9824,29.3894
26,21.6642,23.5715
27,21.8116,20.7339
28,21.8433,20.1191
29,21.8766,20.1582
30,21.9098,20.1871
31,21.9425,20.2077
32,21.9767,20.215
33,22.0111,20.2114
34,22.0447,20.1992
35,22.0766,20.1807
36,22.1097,20.1501
37,22.1422,20.1103
38,22.1772,20.7221
39,22.2096,20.6626
40,22.2488,20.2446
41,22.2795,20.1678
42,22.3151,20.737
43,22.3469,20.637
44,22.3817,20.1875
45,22.4178,20.7247
46,22.4542,20.2508
47,22.486,20.1096
48,22.5194,20.6212
49,22.5569,20.1136
50,22.597,20.2561
51,22.6309,20.734
52,22.6653,20.2005
53,22.7018,20.6508
54,22.7434,20.7458
55,22.7773,20.1793
56,22.8209,20.2473
57,22.8507,20.667
58,22.8918,20.7181
59,22.9375,20.7464
60,22.9716,20.1203
61,23.0064,20.1495
62,23.0437,20.1625
63,23.0818,20.1625
64,23.1193,20.1523
65,23.1552,20.1344
66,23.1887,20.111
67,23.2194,20.0841
68,23.2469,20.0553
69,23.271,20.026
70,23.2917,20.3304
71,23.323,20.6045
72,23.3508,20.5435
73,23.3719,20.1561
74,23.4044,20.0696
75,23.4276,20.3282
76,23.4566,20.5665
77,23.4784,20.1455
78,23.5083,20.033
79,23.5335,20.5896
80,23.5565,20.1427
81,23.5849,20.01
82,23.6098,20.5438
83,23.6345,20.0708
84,23.658,20.5929
85,23.6834,20.1036
86,23.7057,20.6132
87,23.7324,20.1063
88,23.7581,20.5938
89,23.7857,20.0693
90,23.8104,20.5434
91,23.8354,20.0091
92,23.8564,20.1432
93,23.8802,20.5972
94,23.9063,20.0395
95,23.9293,20.4807
96,23.9493,20.5888
97,23.9734,20.0147
98,23.9928,20.1109
99,24.0149,20.5281
100,24.0352,20.6099
101,24.0601,20.0079
102,24.0814,20.0741
103,24.1019,20.1352
104,24.1249,20.5176
105,24.1456,20.5649
106,24.1677,20.6031
107,24.1898,20.3009
108,24.2118,20.3263
109,24.2324,20.0148
110,24.2517,20.0337
111,24.2727,20.0429
112,24.2943,20.0442
113,24.3157,20.0395
114,24.3363,20.0303
115,24.3555,20.0179
116,24.3732,20.0036
117,24.4031,20.2884
118,24.4203,20.5939
119,24.4411,20.5523
120,24.4609,20.5068
121,24.479,20.126
122,24.5027,20.727
123,24.5367,20.63
124,24.567,20.5313
125,24.586,20.1164
126,24.607,20.0249
127,24.6251,20.2672
128,24.6538,20.4782
129,24.6835,20.0119
130,24.7094,20.5458
131,24.7393,20.0635
132,24.7594,20.2612
133,24.7853,20.1049
134,24.8128,20.2715
135,24.839,20.0986
136,24.8652,20.5856
137,24.8966,20.7189
138,24.9194,20.5287
139,24.9402,20.004
140,24.9692,20.121
141,24.9954,20.2349
142,25.0264,20.3299
143,25.0455,20.1102
144,25.0657,20.5488
145,25.0863,20.3138
146,25.1027,20.0825
147,25.1189,20.5132
148,25.1426,20.5889
149,25.1699,20.3149
150,25.185,20.0614
151,25.2163,20.099
152,25.2406,20.144
153,25.2649,20.514
154,25.2966,20.526
155,25.322,20.2102
156,25.3523,20.2082
157,25.3818,20.5321
158,25.4066,20.5256
159,25.4302,20.5143
160,25.4551,20.492
161,25.4854,20.117
162,25.5106,20.0784
163,25.5384,20.6926
164,25.5674,20.2956
165,25.5969,20.556
166,25.6207,20.4869
167,25.6511,20.0614
168,25.6825,20.2917
169,25.7096,20.523
170,25.7392,20.073
171,25.7704,20.2771
172,25.809,20.1209
173,25.8335,20.6537
174,25.8645,20.4962
175,25.8962,20.6614
176,25.9271,20.4855
177,25.9564,20.6371
178,25.9836,20.4519
179,26.0083,20.5978
180,26.0301,20.0762
181,26.0568,20.2033
182,26.0824,20.325
183,26.1066,20.4428
184,26.1282,20.2257
185,26.155,20.3228
186,26.1777,20.4222
187,26.1998,20.1827
188,26.2245,20.5968
189,26.2469,20.0094
190,26.2666,20.4218
191,26.2871,20.1593
192,26.3077,20.557
193,26.3387,20.5898
194,26.3621,20.2988
195,26.3933,20.315
196,26.4154,20.0114
197,26.4442,20.0181
198,26.4734,20.0154
199,26.5017,20.0059
200,26.5285,20.3249
201,26.5493,20.3168
202,26.5688,20.3054
203,26.5946,20.6069
204,26.6155,20.578
205,26.6409,20.1993
206,26.6683,20.4748
207,26.6965,20.0738
208,26.72,20.6751
209,26.7506,20.5854
210,26.7745,20.1695
211,26.8077,20.0574
212,26.8351,20.2826
213,26.8644,20.161
214,26.8951,20.0279
215,26.9175,20.2386
216,26.9403,20.4412
217,26.9673,20.6273
218,26.9881,20.1533
219,27.0157,20.3235
220,27.0357,20.5039
221,27.0609,20.3327
222,27.0811,20.4989
223,27.1124,20.6322
224,27.1396,20.4329
225,27.1621,20.2363
226,27.1847,20.0329
227,27.2108,20.1478
228,27.2339,20.5952
229,27.2662,20.6802
230,27.2963,20.4275
231,27.3235,20.506
232,27.3512,20.5745
233,27.379,20.635
234,27.4019,20.0325
235,27.4242,20.0914
236,27.4529,20.1277
237,27.4771,20.166
238,27.5054,20.1871
239,27.5278,20.5472
240,27.5568,20.5512
241,27.5857,20.5465
242,27.6136,20.5356
243,27.6397,20.5207
244,27.6636,20.17
245,27.6889,20.1418
246,27.7189,20.0953
247,27.7518,20.0337
248,27.7769,20.3147
249,27.8021,20.2532
250,27.827,20.1845
251,27.8511,20.4434
252,27.8789,20.0205
253,27.9001,20.2726
254,27.9255,20.1731
255,27.9549,20.0565
256,27.979,20.2786
257,28.0036,20.157
258,28.0388,20.004
259,28.0551,20.2198
260,28.0878,20.0561
261,28.1094,20.2442
262,28.144,20.0594
263,28.165,20.2321
264,28.1972,20.3698
265,28.2144,20.5356
266,28.2512,20.6482
267,28.2714,20.4556
268,28.2976,20.5771
269,28.3379,20.656
270,28.3575,20.4389
271,28.3801,20.5432
272,28.4148,20.6109
273,28.4571,20.6497
274,28.5032,20.666
275,28.5137,20.0889
276,28.5314,20.1581
277,28.5571,20.2023
278,28.5877,20.2268
279,28.6207,20.2361
280,28.6542,20.2341
281,28.6868,20.2242
282,28.7177,20.2088
283,28.7461,20.1901
284,28.7717,20.1698
285,28.7944,20.149
286,28.8141,20.1286
287,28.831,20.1093
288,28.8451,20.0916
289,28.8569,20.0755
290,28.8665,20.0613
291,28.8741,20.0489
292,28.8801,20.0383
293,28.8847,20.0294
294,28.8881,20.022
295,28.8906,20.0159
296,28.8922,20.0111
297,28.8933,20.0073
298,28.916,20.6182
299,28.95,20.5259
300,28.9721,20.4527
301,28.9848,20.396
302,28.9903,20.3532
303,29.0168,20.2589
304,29.0457,20.1486
305,29.0606,20.0643
306,29.0697,20.6574
307,29.1056,20.5138
308,29.1233,20.4047
309,29.1366,20.3021
310,29.1686,20.1481
311,29.1811,20.0328
312,29.2094,20.5427
313,29.2286,20.3984
314,29.2479,20.2498
315,29.2714,20.0833
316,29.2879,20.5955
317,29.3121,20.415
318,29.3319,20.2402
319,29.3526,20.0553
320,29.3804,20.5146
321,29.3929,20.3354
322,29.4242,20.1058
323,29.4449,20.5616
324,29.4619,20.3516
325,29.4869,20.1181
326,29.5079,20.5542
327,29.5228,20.3306
328,29.5511,20.0693
329,29.5769,20.4738
330,29.5989,20.2136
331,29.616,20.6245
332,29.6375,20.3517
333,29.6628,20.064
334,29.6858,20.4417
335,29.71,20.1432
336,29.734,20.5046
337,29.7568,20.1949
338,29.7777,20.5495
339,29.7964,20.2365
340,29.8217,20.5681
341,29.8418,20.2381
342,29.8666,20.5577
343,29.8891,20.2085
344,29.9092,20.5253
345,29.9312,20.1648
346,29.9537,20.4633
347,29.9754,20.0901
348,29.9956,20.3805
349,30.0138,20.0027
350,30.0348,20.2796
351,30.0609,20.5373
352,30.0815,20.1346
353,30.1053,20.3842
354,30.1267,20.6326
355,30.149,20.2052
356,30.1723,20.4359
357,30.1941,19.9961
358,30.2189,20.2087
359,30.2413,20.4207
360,30.2647,20.6232
361,30.2921,20.1419
362,30.3127,20.3359
363,30.3406,20.5055
364,30.36,20.0212
365,30.3812,20.1936
366,30.3984,20.3694
367,30.4254,20.516
368,30.4446,20.007
369,30.467,20.1512
370,30.4853,20.2982
371,30.5137,20.4144
372,30.5359,20.5385
373,30.5557,19.9945
374,30.5823,20.0941
375,30.6048,20.1968
376,30.6262,20.2945
377,30.6514,20.3764
378,30.6743,20.4569
379,30.6987,20.527
380,30.7188,20.6005
381,30.7429,19.9905
382,30.7653,20.0442
383,30.7906,20.0847
384,30.8161,20.1168
385,30.8368,20.1533
386,30.8579,20.1831
387,30.8823,20.198
388,30.9082,20.2019
389,30.9341,20.198
390,30.9589,20.1889
391,30.9821,20.1765
392,31.0032,20.1623
393,31.0221,20.1473
394,31.0387,20.1325
395,31.0617,20.0965
396,31.0878,20.0455
397,31.1067,20.0045
398,31.1296,20.6156
399,31.1524,20.5522
400,31.1717,20.4917
401,31.1952,20.4141
402,31.2129,20.3445
403,31.2381,20.2504
404,31.2636,20.1478
405,31.2886,20.0392
406,31.3123,20.5933
407,31.3336,20.4793
408,31.3523,20.3652
409,31.3773,20.2294
410,31.3973,20.0988
411,31.422,20.6173
412,31.4443,20.468
413,31.4639,20.3184
414,31.4898,20.1472
415,31.5101,19.9821
416,31.5347,20.4669
417,31.5567,20.2841
418,31.5802,20.0906
419,31.6046,20.5548
420,31.6238,20.3581
421,31.6473,20.1448
422,31.6693,20.5955
423,31.6924,20.3692
424,31.716,20.1351
425,31.7389,20.5618
426,31.7601,20.3191
427,31.7841,20.0632
428,31.81,20.4625
429,31.8311,20.1998
430,31.8525,20.5967
431,31.8721,20.3243
432,31.8993,20.0267
433,31.9229,20.3977
434,31.9418,20.1062
435,31.9703,20.4517
436,31.9915,20.1406
437,32.0141,20.4854
438,32.039,20.1521
439,32.0621,20.4812
440,32.0854,20.1373
441,32.1108,20.4474
442,32.1286,20.1028
443,32.1574,20.391
444,32.1751,20.0323
445,32.1937,20.3327
446,32.2252,20.5946
447,32.2552,20.184
448,32.2795,20.4461
449,32.2936,20.06
450,32.3134,20.3215
451,32.341,20.5573
452,32.3686,20.1183
453,32.3946,20.3414
454,32.4232,20.5502
455,32.4482,20.0932
456,32.4692,20.3051
457,32.4913,20.5077
458,32.5092,20.0481
459,32.5229,20.2602
460,32.5379,20.4648
461,32.5491,20.0083
462,32.562,20.2111
463,32.5836,20.3877
464,32.6144,20.5337
465,32.6332,20.0348
466,32.6479,20.2077
467,32.672,20.3522
468,32.6963,20.4884
469,32.7072,19.9846
470,32.736,20.0994
471,32.7517,20.2379
472,32.7777,20.3462
473,32.7989,20.4582
474,32.8232,20.5577
475,32.8407,19.9989
476,32.8686,20.0756
477,32.8838,20.1763
478,32.9068,20.2517
479,32.9273,20.3277
480,32.9481,20.3963
481,32.9725,20.4488
482,32.9998,20.4872
483,33.0237,20.5269
484,33.0433,20.5703
485,33.0684,20.5939
486,33.0856,19.9619
487,33.1072,19.9802
488,33.1309,19.9868
489,33.1549,19.9853
490,33.1783,19.9783
491,33.2002,19.968
492,33.2202,19.9559
493,33.2381,19.943
494,33.2645,20.5712
495,33.285,20.5397
496,33.31,20.4907
497,33.3277,20.4526
498,33.348,20.4018
499,33.3699,20.3407
500,33.3926,20.2713
501,33.4194,20.1849
502,33.4477,20.0868
503,33.4709,19.9931
504,33.4991,20.5462
505,33.5204,20.442
506,33.5405,20.3344
507,33.5587,20.2252
508,33.5808,20.1013
509,33.603,19.9697
510,33.6252,20.4984
511,33.6468,20.3559
512,33.6656,20.2129
513,33.6925,20.0442
514,33.71,20.5586
515,33.7284,20.3981
516,33.7513,20.2202
517,33.7773,20.0277
518,33.7999,20.5035
519,33.8184,20.3162
520,33.8381,20.1201
521,33.8629,20.5718
522,33.8798,20.3691
523,33.9054,20.1392
524,33.927,20.579
525,33.949,20.3448
526,33.9697,20.1065
527,33.9898,20.5307
528,34.0079,20.2871
529,34.0338,20.0182
530,34.0543,20.4222
531,34.0754,20.1522
532,34.0951,20.5456
533,34.118,20.2583
534,34.1375,19.9727
535,34.1633,20.3317
536,34.1828,20.0326
537,34.202,20.3949
538,34.2294,20.0636
539,34.2519,20.4034
540,34.2794,20.0568
541,34.2999,20.3868
542,34.324,20.0344
543,34.3404,20.3615
544,34.3601,20.0083
545,34.3775,20.3225
546,34.4002,19.9502
547,34.4222,20.2402
548,34.4466,20.5171
549,34.4683,20.1277
550,34.4856,20.4092
551,34.5088,20.0032
552,34.5269,20.2709
553,34.5494,20.5217
554,34.5694,20.1055
555,34.5903,20.3469
556,34.6174,20.5667
557,34.6375,20.13
558,34.6562,20.3569
559,34.6833,20.5569
560,34.7053,20.0952
561,34.7273,20.2936
562,34.7485,20.4871
563,34.7732,19.9989
564,34.7937,20.1801
565,34.816,20.3507
566,34.8433,20.5018
567,34.8679,19.9851
568,34.8944,20.1227
569,34.9161,20.2649
570,34.9383,20.3989
571,34.9607,20.526
572,34.9776,19.9947
573,35.003,20.102
574,35.0193,20.2253
575,35.043,20.3243
576,35.0668,20.4163
577,35.0889,20.5057
578,35.1086,19.9277
579,35.1319,20.0017
580,35.151,20.0796
581,35.1706,20.15
582,35.1899,20.2149
583,35.2139,20.2623
584,35.2339,20.3121
585,35.2518,20.3621
586,35.2764,20.3893
587,35.3043,20.4005
588,35.3331,20.4008
589,35.3614,20.3939
590,35.388,20.3827
591,35.4125,20.3691
592,35.4344,20.3547
593,35.4538,20.3402
594,35.4707,20.3264
595,35.4853,20.3136
596,35.5065,20.2785
597,35.5325,20.2253
598,35.5502,20.1856
599,35.5771,20.1176
600,35.5984,20.0559
601,35.6201,19.9869
602,35.6403,19.9147
603,35.6652,20.4917
604,35.6808,20.4183
605,35.7037,20.3204
606,35.7266,20.2157
607,35.7497,20.1048
608,35.7707,19.9924
609,35.7941,20.534
610,35.8128,20.4136
611,35.832,20.2855
612,35.8568,20.1375
613,35.88,19.9869
614,35.9001,20.504
615,35.9223,20.3431
616,35.9396,20.1879
617,35.9682,19.9983
618,35.9879,20.4898
619,36.0061,20.313
620,36.0368,20.0978
621,36.0654,20.5462
622,36.0899,20.3293
623,36.1211,20.0877
624,36.1463,20.5195
625,36.1651,20.2931
626,36.1893,20.0469
627,36.2071,20.4776
628,36.2184,20.2525
629,36.2355,20.0088
630,36.2565,20.4172
631,36.2768,20.1533
632,36.2986,20.5473
633,36.3179,20.2737
634,36.3413,19.9841
635,36.3602,20.3653
636,36.3819,20.0678
637,36.3982,20.4441
638,36.4192,20.1358
639,36.4445,20.4773
640,36.4611,20.1677
641,36.4807,20.5118
642,36.5014,20.1803
643,36.5219,20.5099
644,36.5415,20.1692
645,36.5645,20.4803
646,36.5787,20.1406
647,36.6011,20.4418
648,36.6284,20.057
649,36.6473,20.3523
650,36.6746,19.9532
651,36.6916,20.2393
652,36.7163,20.5005
653,36.7299,20.1166
654,36.7453,20.3906
655,36.7719,19.9643
656,36.7883,20.2227
657,36.8083,20.467
658,36.8307,20.0333
659,36.8414,20.2891
660,36.87,20.495
661,36.8907,20.0477
662,36.9021,20.2836
663,36.9284,20.4771
664,36.9495,20.0106
665,36.9645,20.2197
666,36.9851,20.4096
667,37.0089,19.9182
668,37.024,20.1097
669,37.0413,20.2897
670,37.0653,20.4473
671,37.0882,19.9345
672,37.1037,20.1007
673,37.1179,20.265
674,37.1416,20.4005
675,37.1665,20.5268
676,37.1849,19.9959
677,37.2072,20.1151
678,37.2267,20.2348
679,37.2478,20.3439
680,37.2707,20.4426
681,37.2988,20.5215
682,37.3132,19.961
683,37.3336,20.0477
684,37.351,20.1356
685,37.3701,20.2129
686,37.3899,20.2824
687,37.4097,20.3459
688,37.4291,20.405
689,37.4519,20.4493
690,37.4767,20.4821
691,37.4973,20.5195
692,37.5169,19.8859
693,37.5366,19.9132
694,37.5599,19.9251
695,37.5844,19.9268
696,37.6086,19.9219
697,37.6315,19.9132
698,37.6525,19.9024
699,37.6715,19.8908
700,37.6882,19.8793
701,37.709,20.5197
702,37.7297,20.4868
703,37.745,20.4619
704,37.7647,20.4197
705,37.7867,20.3649
706,37.8093,20.3013
707,37.8318,20.2311
708,37.8537,20.156
709,37.8748,20.0772
710,37.8951,19.9953
711,37.9179,19.9009
712,37.9364,20.4779
713,37.954,20.3837
714,37.9712,20.2845
715,37.993,20.1677
716,38.0189,20.0354
717,38.0407,19.907
718,38.0572,20.4523
719,38.0729,20.3263
720,38.0929,20.1834
721,38.1239,20.0073
722,38.1452,20.5163
723,38.1549,20.3808
724,38.1766,20.2089
725,38.2095,20.0028
726,38.228,20.4931
727,38.237,20.3345
728,38.2599,20.1346
729,38.2851,19.9239
730,38.2983,20.4044
731,38.32,20.189
732,38.352,19.9424
733,38.3663,20.3996
734,38.3857,20.17
735,38.4132,19.9153
736,38.4264,20.3565
737,38.4542,20.0874
738,38.4797,20.4857
739,38.4902,20.2461
740,38.5212,19.9503
741,38.5325,20.3642
742,38.5637,20.054
743,38.5814,20.4396
744,38.5973,20.1548
745,38.6296,20.492
746,38.6335,20.2255
747,38.6693,19.8746
748,38.6748,20.2587
749,38.7147,19.8846
750,38.7206,20.2539
751,38.7586,19.8709
752,38.7664,20.222
753,38.8048,20.4918
754,38.8191,20.1446
755,38.8444,20.4331
756,38.8802,20.0177
757,38.8847,20.3431
758,38.9265,19.8999
759,38.9295,20.2131
760,38.9626,20.4477
761,38.9977,19.9983
762,39.0004,20.2923
763,39.0438,20.4779
764,39.0663,20.0377
765,39.0691,20.3111
766,39.1138,20.4727
767,39.1446,19.9898
768,39.1423,20.2526
769,39.1762,20.4207
770,39.2288,19.8614
771,39.2403,20.062
772,39.2426,20.2845
773,39.279,20.4158
774,39.3347,20.4847
775,39.3764,19.9054
776,39.391,20.0532
777,39.3881,20.2439
778,39.4147,20.3573
779,39.4581,20.4179
780,39.5099,20.4433
781,39.5643,20.446
782,39.6178,20.4347
783,39.6682,20.4153
784,39.7144,20.3919
785,39.7559,20.3673
786,39.7925,20.343
787,39.8244,20.3201
788,39.852,20.2991
789,39.8756,20.2803
790,39.8957,20.2638
791,39.9128,20.2493
792,39.9271,20.2369
793,39.9392,20.2262
794,39.9493,20.2172
795,39.9577,20.2095
796,39.9648,20.203
797,39.9706,20.1976
798,39.9754,20.193
799,39.9795,20.1892
800,39.9828,20.1861
801,39.9855,20.1835
802,39.9878,20.1813
803,39.9896,20.1795
804,39.9912,20.178
805,39.9925,20.1768
806,39.9935,20.1757
807,39.9944,20.1749
808,39.9951,20.1742
809,39.9956,20.1736
810,39.9961,20.1732
811,39.9965,20.1728
812,39.9968,20.1725
813,39.9971,20.1722
814,39.9973,20.172
815,39.9975,20.1718
816,39.9976,20.1717
817,39.9978,20.1716
818,39.9979,20.1715
819,39.9979,20.1714
820,39.998,20.1713
821,39.9981,20.1713
822,39.9981,20.1712
823,39.9981,20.1712
824,39.9982,20.1711
825,39.9982,20.1711
826,39.9982,20.1711
827,39.9982,20.1711
828,39.9982,20.1711
829,39.9983,20.1711
830,39.9983,20.1711
831,39.9983,20.171
832,39.9983,20.171
833,39.9983,20.171
834,39.9983,20.171
835,39.9983,20.171
836,39.9983,20.171
837,39.9983,20.171
838,39.9983,20.171
839,39.9983,20.171
840,39.9983,20.171
841,39.9983,20.171
842,39.9983,20.171
843,39.9983,20.171
844,39.9983,20.171
845,39.9983,20.171
846,39.9983,20.171
847,39.9983,20.171
848,39.9983,20.171
849,39.9983,20.171
850,39.9983,20.171
851,39.9983,20.171
852,39.9983,20.171
853,39.9983,20.171
854,39.9983,20.171
855,39.9983,20.171
856,39.9983,20.171
857,39.9983,20.171
858,39.9983,20.171
859,39.9983,20.171
860,39.9983,20.171
861,39.9983,20.171
862,39.9983,20.171
863,39.9983,20.171
864,39.9983,20.171
865,39.9983,20.171
866,39.9983,20.171
867,39.9983,20.171
868,39.9983,20.171
869,39.9983,20.171
870,39.9983,20.171
871,39.9983,20.171
872,39.9983,20.171
873,39.9983,20.171
874,39.9983,20.171
875,39.9983,20.171
876,39.9983,20.171
877,39.9983,20.171
878,39.9983,20.171
879,39.9983,20.171
880,39.9983,20.171
881,39.9983,20.171
882,39.9983,20.171
883,39.9983,20.171
884,39.9983,20.171
885,39.9983,20.171
886,39.9983,20.171
887,39.9983,20.171
888,39.9983,20.171
889,39.9983,20.171
890,39.9983,20.171
891,39.9983,20.171
892,39.9983,20.171
893,39.9983,20.171
894,39.9983,20.171
895,39.9983,20.171
896,39.9983,20.171
897,39.9983,20.171
898,39.9983,20.171
899,39.9983,20.171
900,39.9983,20.171
901,39.9983,20.171
902,39.9983,20.171
903,39.9983,20.171
904,39.9983,20.171
905,39.9983,20.171
906,39.9983,20.171
907,39.9983,20.171
908,39.9983,20.171
909,39.9983,20.171
910,39.9983,20.171
911,39.9983,20.171
912,39.9983,20.171
913,39.9983,20.171
914,39.9983,20.171
915,39.9983,20.171
916,39.9983,20.171
917,39.9983,20.171
918,39.9983,20.171
919,39.9983,20.171
920,39.9983,20.171
921,39.9983,20.171
922,39.9983,20.171
923,39.9983,20.171
924,39.9983,20.171
925,39.9983,20.171
926,39.9983,20.171
927,39.9983,20.171
928,39.9983,20.171
929,39.9983,20.171
930,39.9983,20.171
931,39.9983,20.171
932,39.9983,20.171
933,39.9983,20.171
934,39.9983,20.171
935,39.9983,20.171
936,39.9983,20.171
937,39.9983,20.171
938,39.9983,20.171
939,39.9983,20.171
940,39.9983,20.171
941,39.9983,20.171
942,39.9983,20.171
943,39.9983,20.171
944,39.9983,20.171
945,39.9983,20.171
946,39.9983,20.171
947,39.9983,20.171
948,39.9983,20.171
949,39.9983,20.171
950,39.9983,20.171
951,39.9983,20.171
952,39.9983,20.171
953,39.9983,20.171
954,39.9983,20.171
955,39.9983,20.171
956,39.9983,20.171
957,39.9983,20.171
958,39.9983,20.171
959,39.9983,20.171
960,39.9983,20.171
961,39.9983,20.171
962,39.9983,20.171
963,39.9983,20.171
964,39.9983,20.171
965,39.9983,20.171
966,39.9983,20.171
967,39.9983,20.171
968,39.9983,20.171
969,39.9983,20.171
970,39.9983,20.171
971,39.9983,20.171
972,39.9983,20.171
973,39.9983,20.171
974,39.9983,20.171
975,39.9983,20.171
976,39.9983,20.171
977,39.9983,20.171
978,39.9983,20.171
979,39.9983,20.171
980,39.9983,20.171
981,39.9983,20.171
982,39.9983,20.171
983,39.9983,20.171
984,39.9983,20.171
985,39.9983,20.171
986,39.9983,20.171
987,39.9983,20.171
988,39.9983,20.171
989,39.9983,20.171
990,39.9983,20.171
991,39.9983,20.171
992,39.9983,20.171
993,39.9983,20.171
994,39.9983,20.171
995,39.9983,20.171
996,39.9983,20.171
997,39.9983,20.171
998,39.9983,20.171
999,39.9983,20.171
1000,39.9983,20.171
